City,Price,Address,Number_Beds,Number_Baths,Province,Population,Latitude,Longitude,Median_Family_Income
St. Catharines,675000,426 VINE Street,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,875000,18 PEACHTREE Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,850000,16 PEACHTREE Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,799000,12 PEACHTREE Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,799000,14 PEACHTREE Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,875000,10 PEACHTREE Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,880000,10 SUNHAVEN Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,880000,22 PEACHTREE Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,765000,5 SUNHAVEN Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,765000,4 SPRINGCREST Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,775000,7 SUNHAVEN Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,729000,6 GORMLEY Crescent,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1985000,1 PYRAMID Place,5,6,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,819900,5712 MAGNOLIA Drive,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,565000,89 DEVON Road,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,789000,1 SHORELINE Drive,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899999,24 SIKORSKI Avenue,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,554900,54 HAIG ST,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,775000,#20 -3381 MONTROSE RD,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599000,16 St. George Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,678900,602 SCOTT Street,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,675000,#8 -122 LAKESHORE RD,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,759900,146 JUNEBERRY RD,6,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,589000,4263 FOURTH Avenue Unit# 822,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1299000,47 KENMORE Crescent,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,439000,13 PARKVIEW Road,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,589000,2799 ST. PAUL AVENUE Avenue Unit# 107,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,625000,296 PELHAM Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1499000,7690 Bishop Avenue,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599999,11 LINWOOD Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,939000,124 ARTHUR Street,3,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,835900,7 BARBARA Place,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,469900,390 WELLAND Avenue,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,479000,5400 ROYAL MANOR Drive,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,799900,397 Matese,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,965000,13 STERLING Street,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,549000,2 CRESCENTWOOD Drive,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,729700,12 NOELLE Drive,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,734900,29 RIVERVIEW Boulevard,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1199990,30 - 30 1/2 DIVISION Street,10,6,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749999,7229 HARRIMAN Street,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,699000,36 JUNEBERRY Road,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1199000,LOT 13 CURLIN Crescent,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,479900,8 LILY ST,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,655000,20 MANHATTAN CRT,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,799900,366 CONCESSION 2 RD,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,569900,24 ALEXANDRA Boulevard,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1749000,1354 YORK Road,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,584900,5100 DORCHESTER Road Unit# 403,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,569000,4811 MONTROSE Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,879000,31 THOMAS BURNS Common,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899000,24 HICKORY Avenue,2,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,14 DENSGROVE Drive,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,709000,223 NIAGARA Street,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,14 DENSGROVE Drive,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,874900,8520 GLAVCIC Drive,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1559000,6034 Mountainside Street,3,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1199000,13 HUTCHINSON Court,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899900,8 BRIARSDALE DR,7,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,479900,6483 ASH ST,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,495900,81 Scott Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,448900,6400 HUGGINS Street Unit# 706,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999000,23 GRANGE Crescent,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499000,10 BESSEY Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,4199900,22 MELROSE Drive,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,695000,19 HILLGARDEN Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,699900,355 LINWELL Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1679500,4 BUNNY GLEN DR,5,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,529000,42 STANMARY Drive,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1199000,8826 ANGIE DRIVE Drive,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,769900,7152 BRADY Street,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,679900,4552 PORTAGE Road Unit# 73,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,949900,24 HARMONY WAY,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,779000,3567 VARSITY Avenue,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,949900,24 HARMONY Way,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,379900,276 OAKDALE Avenue Unit# 406,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,779900,5920 SILVERWOOD Crescent,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,717990,98 PARKSIDE DR N,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,824990,24 BROMLEY DR N,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,809990,28 BROMLEY DR N,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,831990,30 BROMLEY DR N,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1579000,22 FIRELANE 11A LANE,2,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1295000,45 MILLPOND Road,3,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,379900,6262 ARAD Street,1,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,514900,79 Park Avenue,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,2750000,310 EASTCHESTER Avenue,0,0,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,819900,15 CORBIN Street,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599999,180 PINE ST S,6,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1275000,12 VENTURE WAY,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,892500,33 PINOT Trail,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999888,39 BUTLER Crescent,4,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,694900,5699 MONTROSE Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,815000,2 HENRY Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,875000,38 PALACE Street,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,649900,19 CONSIDINE Avenue,1,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,539000,11 HAZEL Street,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,724888,36 HARMONY Way,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1499999,295 RIVERVIEW Boulevard,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,454900,4377 FIFTH Avenue,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,569000,5643 MORSE Avenue,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,469900,122 BUNTING Road Unit# 114,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1149900,1193 QUEENSTON ROAD Road,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1089900,24 BASCARY Crescent,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,549900,27 OAKWOOD Avenue,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1299900,11 SUNSET Way,7,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,774800,306 LAKESHORE Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,849000,80 COSMOPOLITAN COMMON,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1100000,5125 VETERE ST,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,819900,1 CEDAR Court,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,379900,176 GENEVA Street Unit# 1,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,349000,359 GENEVA Street Unit# 304,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,545000,6795 DAWSON Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,719000,48 CONFEDERATION AVE,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,838888,18 WESTBURY DR,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999900,4361 PARKWOOD Court,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499900,31 METCALFE Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,449900,38 ELMA Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,469000,52 HAMILTON Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499000,12 David Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1169900,7097 COACH Drive,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,750000,10 LEESON ST,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,909000,647 BUNTING RD,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,467900,6390 HUGGINS Street Unit# 203,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1699900,3 LEE ANN Place,4,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599800,24 TARA CRES,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,810000,8133 ORCHARD GROVE Parkway,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,879900,40 MAIN Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,549900,126 WESTCHESTER Crescent,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,328000,#317 -242 OAKDALE AVE,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1298000,3122 ST GEORGE Avenue,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,325000,359 GENEVA Street Unit# 311,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,699900,268 LAKESHORE Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,530000,32 EDMUND Street,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,535900,3916 DURBAN Lane,2,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,619000,43 WOODROW Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,864500,8540 MILOMIR Street,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499999,13 WOODLAND Avenue,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,895000,137 GENEVA Street,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,638800,27 SPARKLE Drive,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,3800000,3550 VICTORIA AVE,6,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899000,57 LAKEPORT Road Unit# 208,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,799888,5810 SYMMES ST,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,849900,23 THE CEDARS,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,524900,54 GREEN MAPLE Drive,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,689900,20 CULLEN Drive,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1875000,14 PAWLING Street,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,314 LINWELL Road,4,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,619900,26 GOLDSMITH Avenue,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,679900,102 ELMA Street,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,849900,6 BARANIUK Street,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,669000,91 GLENDALE Avenue,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,6 MELBA Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,979900,374 Concession 3 Road,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,659900,34 CRESTCOMBE Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,949900,72 BUR OAK DR,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,775000,43 WESTLAND Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,729000,3128 PORTAGE Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,728000,62 JEFFERSON Drive,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1550000,42 DALEMERE Crescent,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1399000,5 TULIP TREE RD,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,399900,21 MARREN Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,524900,5770 BROOKFIELD Avenue,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,4 MANCHESTER AVE,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,520000,16 MAPLE ST,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1299900,1672 Seventh Street,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,49 GREENHILL Drive,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,519900,50 HERRICK Avenue Unit# 324,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,50 HERRICK Avenue Unit# UP20,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,66 TUPPER Drive,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,519900,6940 RICHMOND Crescent,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499900,4429 FIFTH Avenue,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,754900,2595 Woodfield Avenue,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,529900,5 GRAPEVIEW Drive,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,529900,3889 SINNICKS Avenue,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,409900,50 HERRICK Avenue Unit# 112,1,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,524900,6117 KELSEY Crescent Unit# 8,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,789900,5 LAKESIDE Drive Unit# 27,2,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,435000,17 LAILEY Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1495000,143 HIGHLAND Avenue,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1698000,7847 CATHEDRAL Drive,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,704900,3528 GAINSBOROUGH Avenue,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,71 VILLAGE Road,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,389000,69 CHURCHILL ST,1,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,515000,162 MARTINDALE Road Unit# 507,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,948000,7994 OAKRIDGE DR,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,679900,8 PELHAM RD E,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999999,216 VANILLA Trail,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,679900,8 PELHAM Road,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999999,LOT 4 ANGIE Drive,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,879900,329 WINTERBERRY Boulevard,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,BLOCK 39 IVY Crescent Unit# 1,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,719900,BLOCK 39 IVY Crescent Unit# 4,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,593000,308 QUEENSTON Street W Unit# 11,2,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,980000,5624 TEMPERANCE Avenue,0,0,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,BLOCK 39 IVY Crescent Unit# 5,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,132 DUFFERIN ST E Street,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1499900,2742 KING Street,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599000,7109 BRIARWOOD Avenue,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,564000,96 PARK Avenue,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,669000,3253 BUTLER Place,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1450000,3285 Cherry Avenue,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1098000,9091 KUDLAC Street,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,574900,8000 PADDOCK Trail,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,939500,34 RASPBERRY Trail,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749000,18 LAMPMAN CRES,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,559000,8136 COVENTRY Road Unit# 29,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,369000,61 EDITH Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1349999,190 LAKESHORE Road,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,949999,5127 SECOND Avenue,6,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,575000,796 EAST WEST Line,1,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,2190000,106 MILLPOND Road,3,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,6410 SHERWOOD RD,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,619900,4578 SECOND AVE,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,602543,518 QUEENSTON ST,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1880000,141 PAXTON Lane,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899000,12 QUEENS Court,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,639888,72 ELSE Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,2550000,3723 Sixteen Road,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499000,6358 KER ST,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1499888,3597 Glen Elgin Drive,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,505000,81 SCOTT Street Unit# 204,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,650000,54 STONEY BROOK Crescent,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1288888,5 XAVIER Court,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,399900,64 MERRITT Street,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,399000,35 TOWERING HEIGHTS Boulevard Unit# 903,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1499888,4550 VICTORIA Avenue,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,569000,6934 DORCHESTER Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,569900,178 SCOTT Street Unit# 38,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999780,6A PEARL ANN Drive,9,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1799000,6395 GARNER Road,6,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,999000,6241 GARNER Road,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,447000,#606 -6400 HUGGINS ST,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,499000,32 OTTAWA Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,337000,365 GENEVA Street Unit# 609,1,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,649000,31 LAMPMAN Crescent,6,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1495000,17 MELROSE Drive,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,4 MANCHESTER Avenue,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,709900,3281 LINDEN Avenue,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899990,12 FRONTIER Drive,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,919888,23 WEST HAMPTON RD,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1195000,1090 NIAGARA STONE Road,4,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1300000,107 NIAGARA Street,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899990,12 FRONTIER DR,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1190000,4060 MARTIN RD,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,864000,70 EVER SWEET WAY,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,735000,250 OAKDALE AVE,6,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749900,86 TOWNLINE RD W,5,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,749000,4 Lora Street,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,939900,10 FLANNERY Lane,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899000,31 NICHOLAS Drive,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,649900,39 Cosmopolitan Common,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,668800,76 SUNSET WAY,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,759900,1143 PELHAM Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,595000,4150 KALAR Road,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1750000,1539 ST. PAUL STREET WEST Street W,6,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,680000,12 CHICORY Crescent,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,625000,6616 CORWIN Crescent,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1825000,103 MAPLE Street,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1025000,22 STERLING Street,5,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,660000,6166 MONTEREY Avenue,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899000,2 SAWMILL Lane,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,799999,6015 CHURCH'S LANE,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,549000,4680 SIXTH AVE,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,899900,146 WINTERBERRY BLVD,7,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,694900,3904 Pleasantview Lane,2,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1149900,26 SPARKLE DR,4,4,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,68 Rolls Avenue,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,789900,26 CORONATION Boulevard,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,399999,17 OLD PINE Trail Unit# 159,3,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,823995,34 BURDY Drive,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,874999,16 CHARM PL N,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,764900,35 HAWTHORN AVE,6,5,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,579900,37 ROBERTSON Place,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,649900,29 KER Street,3,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,915000,5705 CHURCH'S Lane,4,3,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,699900,52 WELLINGTON Street,3,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,459900,7 GALE Crescent Unit# 806,2,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,639000,5 LORA Street,4,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,1980000,6080 DIXON ST,7,6,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,6295 FRANKLIN Avenue,6,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,599900,6295 FRANKLIN Avenue,0,0,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,574900,32 GHENT Street,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,769900,77 ROCHELLE Drive,5,2,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,389900,5267 SLATER Avenue,2,1,Ontario,242460,43.1833,-79.2333,77000
St. Catharines,624900,8 GREEMORE Court,4,2,Ontario,242460,43.1833,-79.2333,77000
